Title,Property Size,Bedrooms,Bathrooms,Furnishing,Region,Region Name,Region Parent Name,Is Boost,Price
"2bdrm House in Kuka'S Estate, Kuje for sale",500.0,2,2,Semi Furnished,"Abuja (FCT), Kuje",Kuje,Abuja (FCT),False,2700000.0
"4bdrm Duplex in Orchid, Chevron for sale",300.0,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,260000000.0
"4bdrm Duplex in Orchid, Chevron for sale",300.0,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,330000000.0
3bdrm Bungalow in Hj Gwarinpa for sale,500.0,3,6,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Diamond,180000000.0
"5bdrm Duplex in Asaba, Warri for sale",500.0,5,5,Semi Furnished,"Delta State, Warri",Warri,Lagos State,VIP Gold,450000000.0
"6bdrm Bungalow in Arokoje, Abeokuta South for sale",842.0,6,6,Semi Furnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,False,38000000.0
4bdrm Bungalow in Off Lekki-Epe Expressway for sale,500.0,4,4,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,False,95000000.0
"4bdrm Duplex in Arkhive Estate, Area 11 for sale",450.0,4,6,Unfurnished,"Garki 1, Area 11",Area 11,Abuja (FCT),False,550000000.0
Furnished 4bdrm Townhouse/Terrace in Katampe Extension for sale,2716.0,4,5,Furnished,"Katampe, Katampe Extension",Katampe Extension,Abuja (FCT),Diamond,470000000.0
"10bdrm Mansion in First Unity, Ado / Ajah for sale",2578.0,10,10,Semi Furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,False,180000000.0
Furnished 2bdrm Townhouse/Terrace in Omole Phase 2 for sale,580.0,2,2,Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,Diamond,110000000.0
5bdrm Duplex in Ajah for sale,500.0,5,5,Semi Furnished,"Lagos State, Ajah",Ajah,Lagos State,VIP Gold,140000000.0
"6bdrm Block of Flats in Bolorunpelu, Egbeda / Egbeda for sale",111.0,6,4,Unfurnished,"Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Lagos State,False,9400000.0
"Furnished 2bdrm Block of Flats in Fola Fuelling, Osogbo for sale",100.0,2,3,Furnished,"Osun State, Osogbo",Osogbo,Osun State,False,35000000.0
"5bdrm Duplex in Linto Royal Garden, Umuahia for sale",450.0,5,5,Semi Furnished,"Abia State, Umuahia",Umuahia,Abia State,False,110000000.0
5bdrm Duplex in Ajah for sale,700.0,5,5,Semi Furnished,"Lagos State, Ajah",Ajah,Lagos State,VIP Gold,350000000.0
Studio Apartment in Oba Akran for sale,14.0,1,1,Semi Furnished,"Ikeja, Oba Akran",Oba Akran,Lagos State,False,60000000.0
Furnished 2bdrm Apartment in Nicon Town for sale,210.0,2,2,Furnished,"Lekki, Nicon Town",Nicon Town,Lagos State,Diamond,220000000.0
5bdrm Duplex in Lekki Phase 1 for sale,402.0,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,900000000.0
5bdrm Duplex in Omole Phase 1 for sale,306.0,5,5,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,Enterprise,650000000.0
Furnished 3bdrm Apartment in Ikoyi for sale,41.0,3,3,Furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,Diamond,410000000.0
Furnished 5bdrm Duplex in Lekki Phase 1 for sale,50.0,5,5,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,750000000.0
Furnished 4bdrm Duplex in Ibadan for sale,40.0,4,4,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Diamond,210000000.0
Furnished 6bdrm Duplex in Asokoro for sale,1000.0,6,6,Furnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),Diamond,1000000000.0
"5bdrm Duplex in Adekoya, Ogba for sale",350.0,5,5,Semi Furnished,"Lagos State, Ogba",Ogba,Lagos State,Enterprise,300000000.0
Furnished 4bdrm Duplex in Ajah for sale,50.0,4,4,Furnished,"Lagos State, Ajah",Ajah,Lagos State,Diamond,450000000.0
5bdrm Duplex in Lekki Phase 1 for sale,347.0,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,680000000.0
Furnished 5bdrm Duplex in Chevron for sale,30.0,5,5,Furnished,"Lekki, Chevron",Chevron,Lagos State,Diamond,400000000.0
4bdrm Duplex in Isheri North Gra for sale,400.0,4,4,Semi Furnished,"Ojodu, Isheri North",Isheri North,Lagos State,Enterprise,200000000.0
4bdrm Duplex in Off College Road for sale,400.0,4,4,Semi Furnished,"Egbe/Idimu, College",College,Lagos State,Enterprise,250000000.0
"4bdrm Duplex in Gitto Estate Off, Port-Harcourt for sale",469.0,4,4,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,150000000.0
Furnished 5bdrm Duplex in Wuye for sale,50.0,5,5,Furnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),Diamond,600000000.0
3bdrm Maisonette in Lekki Phase 1 for sale,33.0,3,3,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,320000000.0
"4bdrm Duplex in Ocean Bay, Lekki Phase 2 for sale",150.0,4,4,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,Enterprise,140000000.0
"5bdrm Duplex in Gra Asaba, Warri for sale",1000.0,5,5,Semi Furnished,"Delta State, Warri",Warri,Lagos State,VIP Gold,360000000.0
5bdrm Duplex in Omole Phase 1 for sale,270.0,5,5,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,Enterprise,400000000.0
3bdrm Apartment in Ogba for sale,150.0,3,2,Semi Furnished,"Lagos State, Ogba",Ogba,Lagos State,Enterprise,80000000.0
Furnished 5bdrm Duplex in Ogba for sale,100.0,5,5,Furnished,"Lagos State, Ogba",Ogba,Lagos State,Diamond,300000000.0
Furnished 5bdrm Duplex in Ikota Lekki for sale,520.0,5,5,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,200000000.0
Furnished 4bdrm Bungalow in CHallenge / Ibadan for sale,50.0,4,4,Furnished,"Ibadan, CHallenge / Ibadan",CHallenge / Ibadan,Oyo State,Diamond,150000000.0
Furnished 6bdrm Duplex in Guzape District for sale,75.0,6,6,Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Diamond,750000000.0
Furnished 5bdrm Duplex in Ibadan for sale,500.0,5,5,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Diamond,270000000.0
3bdrm Block of Flats in Surulere for Sale,650.0,3,3,Semi Furnished,"Lagos State, Surulere",Surulere,Lagos State,Enterprise,100000000.0
"5bdrm Duplex in Amazing Grace New, Ifako-Ijaiye for sale",250.0,5,5,Semi Furnished,"Lagos State, Ifako-Ijaiye",Ifako-Ijaiye,Lagos State,Enterprise,300000000.0
Furnished 5bdrm Duplex in Lekki Phase 2 for sale,603.0,5,5,Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,Diamond,750000000.0
Furnished 6bdrm Duplex in Asokoro for sale,50.0,6,6,Furnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),Diamond,1100000000.0
"5bdrm Duplex in Agege, Oko-Oba for sale",200.0,5,5,Unfurnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,Enterprise,330000000.0
"4bdrm Duplex in Chevron, Lekki Phase 2 for sale",150.0,4,4,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,Enterprise,250000000.0
Furnished 5bdrm Duplex in Lekki Ikota for sale,520.0,5,5,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,470000000.0
"5bdrm Duplex in Basic Estate, Lokogoma for sale",650.0,5,5,Semi Furnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),Diamond,320000000.0
Furnished 4bdrm Duplex in Sangotedo for sale,50.0,4,4,Furnished,"Ajah, Sangotedo",Sangotedo,Lagos State,Diamond,145000000.0
Furnished 4bdrm Duplex in Lekki for sale,450.0,4,4,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Diamond,300000000.0
"4bdrm Duplex in Ocean Bay, Lekki Phase 2 for sale",1200.0,4,4,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,Enterprise,230000000.0
"5bdrm Duplex in Chevron, Lekki for sale",500.0,5,5,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,950000000.0
"3bdrm Apartment in Dideolu Estate, Ogba for sale",250.0,3,3,Unfurnished,"Lagos State, Ogba",Ogba,Lagos State,Enterprise,200000000.0
Furnished 3bdrm Apartment in Banana Island for sale,300.0,3,3,Furnished,"Ikoyi, Banana Island",Banana Island,Lagos State,Diamond,550000000.0
Furnished 6bdrm Duplex in Life Camp for sale,60.0,6,6,Furnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,480000000.0
16bdrm Block of Flats in Rind Road for sale,1346.0,16,16,Semi Furnished,"Ibadan, Rind Road",Rind Road,Oyo State,Diamond,95000000.0
Furnished 4bdrm Duplex in Ikoyi Lagos for sale,300.0,4,4,Furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,Diamond,750000000.0
5bdrm Duplex in Ajah for sale,600.0,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,Diamond,350000000.0
Furnished 4bdrm Duplex in Lekki Phase 1 for sale,60.0,4,4,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,550000000.0
"4bdrm Duplex in Off Orchid, Lekki Phase 2 for sale",200.0,4,4,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,Enterprise,360000000.0
"3bdrm Block of Flats in Chois Gardens Estate, Abijo for sale",600.0,3,3,Unfurnished,"Ibeju, Abijo",Abijo,Lagos State,Premium,65000000.0
5bdrm Duplex in Omole Phase 1 for sale,370.0,5,5,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,Enterprise,650000000.0
Furnished 3bdrm Block of Flats in Surulere for sale,620.0,3,3,Furnished,"Lagos State, Surulere",Surulere,Lagos State,Enterprise,180000000.0
"4bdrm Duplex in Asaba, Warri for sale",1000.0,4,4,Unfurnished,"Delta State, Warri",Warri,Lagos State,VIP Gold,150000000.0
Furnished 4bdrm Maisonette in Lekki Phase 1 for sale,10.0,4,4,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,500000000.0
Furnished 5bdrm Duplex in Apo District for sale,50.0,5,5,Furnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),Diamond,420000000.0
Furnished 3bdrm Apartment in Ikoyi for sale,60.0,3,3,Furnished,"Lagos State, Ikoyi",Ikoyi,Lagos State,Diamond,950000000.0
5bdrm Duplex in New Oko Oba for sale,350.0,5,5,Semi Furnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,Enterprise,330000000.0
5bdrm Duplex in Omole Phase 1 for sale,378.0,5,5,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,Enterprise,650000000.0
10bdrm Block of Flats in Adeoje Estate for sale,600.0,10,10,Unfurnished,"Ibadan, Oluyole Estate",Oluyole Estate,Oyo State,Diamond,45000000.0
4bdrm Duplex in New Oko Oba for sale,300.0,4,4,Semi Furnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,Enterprise,260000000.0
3bdrm Duplex in Fagba Ifako Ijaiye for sale,180.0,3,3,Semi Furnished,"Agege, Fagba",Fagba,Lagos State,Enterprise,240000000.0
Furnished 5bdrm Duplex in Ikeja for sale,30.0,5,5,Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,Diamond,800000000.0
Furnished 5bdrm Duplex in Ibadan for sale,50.0,5,5,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Diamond,200000000.0
Furnished 4bdrm Duplex in Gbagada for sale,390.0,4,4,Furnished,"Lagos State, Gbagada",Gbagada,Lagos State,Diamond,400000000.0
Furnished 6bdrm Duplex in Ago Palace for sale,713.0,6,6,Furnished,"Isolo, Ago Palace",Ago Palace,Lagos State,Diamond,250000000.0
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,60.0,2,2,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,300000000.0
Furnished 5bdrm Duplex in Lekki Phase 1 for sale,50.0,5,5,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,950000000.0
4bdrm Duplex in Unity Estate Close for sale,250.0,4,4,Semi Furnished,"Ojodu, Unity Estate",Unity Estate,Lagos State,Enterprise,280000000.0
Furnished 3bdrm Block of Flats in Surulere for sale,620.0,3,3,Furnished,"Surulere, Aguda / Surulere",Aguda / Surulere,Lagos State,Enterprise,290000000.0
5bdrm Duplex in Omole Phase 1 for sale,300.0,5,4,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,Enterprise,550000000.0
"3bdrm Block of Flats in 3Bedroom, Allen Avenue for sale",150.0,3,3,Semi Furnished,"Ikeja, Allen Avenue",Allen Avenue,Lagos State,Enterprise,100000000.0
Furnished 5bdrm Duplex in Ajah for sale,30.0,5,5,Furnished,"Lagos State, Ajah",Ajah,Lagos State,Diamond,320000000.0
Furnished 3bdrm Apartment in Lekki Phase 1 for sale,50.0,3,3,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,380000000.0
"Furnished 3bdrm Block of Flats in Estate House, Aguda / Surulere",620.0,3,3,Furnished,"Surulere, Aguda / Surulere",Aguda / Surulere,Lagos State,Enterprise,300000000.0
"4bdrm Bungalow in Odoona, Oluyole Estate for sale",600.0,4,6,Unfurnished,"Ibadan, Oluyole Estate",Oluyole Estate,Oyo State,Diamond,35000000.0
3bdrm Apartment in Ikeja Gra for sale,200.0,3,3,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Enterprise,450000000.0
4bdrm Duplex in Ikeja Gra for sale,200.0,4,4,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Enterprise,600000000.0
5bdrm Duplex in Magodo Gra Phase 1 for sale,350.0,5,4,Semi Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Enterprise,650000000.0
18bdrm Block of Flats in Airport Road / Ikeja for sale,50.0,18,18,Unfurnished,"Ikeja, Airport Road / Ikeja",Airport Road / Ikeja,Lagos State,Diamond,850000000.0
Furnished 7bdrm Duplex in Ikate for sale,669.0,7,7,Furnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,460000000.0
"2bdrm Apartment in Near Oba Musa, Lekki Phase 2 for sale",600.0,2,2,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,Enterprise,100000000.0
4bdrm Duplex in Ikeja Gra for sale,300.0,4,4,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Enterprise,650000000.0
3bdrm Block of Flats in New Oko Oba Abule for sale,620.0,3,3,Semi Furnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,Enterprise,170000000.0
4bdrm Duplex in Ifako Ijaiye Ogba for sale,200.0,4,4,Semi Furnished,"Agege, Ifako",Ifako,Lagos State,Enterprise,255000000.0
2bdrm Bungalow in New Oko Oba for sale,500.0,2,2,Semi Furnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,Enterprise,90000000.0
Furnished 5bdrm Duplex in Ikota for sale,60.0,5,5,Furnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,255000000.0
Furnished 3bdrm Apartment in Banana Island for sale,50.0,3,3,Furnished,"Ikoyi, Banana Island",Banana Island,Lagos State,Diamond,900000000.0
Furnished 5bdrm Duplex in Chevron for sale,30.0,5,5,Furnished,"Lekki, Chevron",Chevron,Lagos State,Diamond,450000000.0
5bdrm Duplex in Omole Phase 1 Lagos for sale,420.0,5,5,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,Enterprise,680000000.0
3bdrm Block of Flats in Surulere for sale,560.0,3,3,Semi Furnished,"Lagos State, Surulere",Surulere,Lagos State,Enterprise,180000000.0
Furnished 3bdrm Apartment in Dakibiyu for sale,50.0,3,3,Furnished,"Abuja (FCT), Dakibiyu",Dakibiyu,Abuja (FCT),Diamond,155000000.0
Furnished 5bdrm Duplex in VGC / Ajah for sale,600.0,5,5,Furnished,"Ajah, VGC / Ajah",VGC / Ajah,Lagos State,Diamond,850000000.0
Furnished 3bdrm Apartment in Victoria Island Extension for sale,60.0,3,3,Furnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Lagos State,Diamond,250000000.0
Furnished 4bdrm Duplex in Oluyole Estate for sale,50.0,4,4,Furnished,"Ibadan, Oluyole Estate",Oluyole Estate,Oyo State,Diamond,400000000.0
Furnished 5bdrm Duplex in Lekki Ologolo for sale,580.0,5,5,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,420000000.0
4bdrm Duplex in Fagba Ifako Ijaiye for sale,300.0,4,3,Semi Furnished,"Agege, Fagba",Fagba,Lagos State,Enterprise,250000000.0
5bdrm Duplex in Ikeja Gra for sale,500.0,5,5,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Enterprise,1000000000.0
"2bdrm Block of Flats in Elimgbu Off Tank, Elimbu for sale",465.0,2,2,Semi Furnished,"Port-Harcourt, Elimbu",Elimbu,Port-Harcourt,Enterprise,85000000.0
Furnished 5bdrm Duplex in Ikate for sale,60.0,5,5,Furnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,450000000.0
Furnished 4bdrm Duplex in Ibadan for sale,50.0,4,4,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Diamond,200000000.0
"5bdrm Duplex in Omole Phase 1, Ikeja for sale",400.0,5,5,Semi Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,Enterprise,700000000.0
"Furnished 5bdrm Duplex in Awuse Estate, Ikeja for sale",453.0,5,5,Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,Enterprise,320000000.0
Furnished 5bdrm Mansion in Ajah for sale,540.0,5,4,Furnished,"Lagos State, Ajah",Ajah,Lagos State,Enterprise,360000000.0
2bdrm Block of Flats in Omole Phase 1 for sale,550.0,2,2,Semi Furnished,"Ikeja, Agidingbi",Agidingbi,Lagos State,Enterprise,580000000.0
Furnished 5bdrm Duplex in Ikota for sale,50.0,5,5,Furnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,300000000.0
2bdrm Apartment in Lekki for sale,50.0,2,2,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,Diamond,250000000.0
Furnished 5bdrm Duplex in Asokoro for sale,100.0,5,5,Furnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),Diamond,420000000.0
3bdrm Apartment in Ikate for sale,1000.0,3,3,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,140000000.0
Furnished 4bdrm Duplex in Ibadan for sale,60.0,4,4,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Diamond,160000000.0
5bdrm Duplex in Oshorun Estate Off for sale,340.0,5,5,Semi Furnished,"Ojodu, Isheri North",Isheri North,Lagos State,Enterprise,220000000.0
"2bdrm Block of Flats in Twice Sister Estate, Port-Harcourt for sale",460.0,2,2,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,180000000.0
"2bdrm Apartment in Off Busola Durosimi, Lekki Phase 1 for sale",1200.0,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,370000000.0
4bdrm Bungalow in Beside Sunrise for sale,1200.0,4,4,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,VIP Gold,85000000.0
3bdrm Apartment in Lsdp Estate Agege for sale,150.0,3,2,Semi Furnished,"Lagos State, Agege",Agege,Lagos State,Enterprise,75000000.0
Furnished 5bdrm Duplex in Lekki for sale,30.0,5,5,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Diamond,400000000.0
Furnished 4bdrm Duplex in Victoria Island for sale,500.0,4,4,Furnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,Diamond,1000000000.0
4bdrm Duplex in Ikeja Gra for sale,230.0,4,4,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Enterprise,750000000.0
"3bdrm Bungalow in Beechwood Park, Lakowe for sale",450.0,3,3,Unfurnished,"Ibeju, Lakowe",Lakowe,Lagos State,Premium,75000000.0
"5bdrm Duplex in Diplomatic Hills, Katampe Extension for sale",800.0,5,5,Unfurnished,"Katampe, Katampe Extension",Katampe Extension,Abuja (FCT),Premium,500000000.0
5bdrm Penthouse in Ikota for sale,50.0,5,6,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,550000000.0
Furnished 4bdrm Duplex in Lekki Phase 1 for sale,50.0,4,4,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,1100000000.0
4bdrm Duplex in Ikota for sale,35.0,4,4,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,350000000.0
Furnished 5bdrm Duplex in Osapa london for sale,30.0,5,5,Furnished,"Lekki, Osapa london",Osapa london,Lagos State,Diamond,440000000.0
"4bdrm Duplex in Orchid, Lekki Phase 2 for sale",150.0,4,4,Unfurnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,Enterprise,180000000.0
4bdrm Duplex in Jahi for sale,500.0,4,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),VIP Gold,300000000.0
4bdrm Duplex in Isheri Gra for sale,350.0,4,4,Semi Furnished,"Ojodu, Isheri North",Isheri North,Lagos State,Enterprise,260000000.0
3bdrm Block of Flats in Ogba GRA for sale,540.0,3,2,Unfurnished,"Ogba, Ogba GRA",Ogba GRA,Lagos State,Diamond,600000000.0
"4bdrm Duplex in Chevy View, Chevron for sale",200.0,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,250000000.0
5bdrm Duplex in Omole Phase 2 for sale,400.0,5,5,Semi Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,Enterprise,600000000.0
2bdrm Block of Flats in Iseri for sale,180.0,2,2,Unfurnished,"Ogun State, Iseri",Iseri,Ogun State,Diamond,50000000.0
Furnished 5bdrm Mansion in Lekki for sale,750.0,5,6,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,1000000000.0
3bdrm Block of Flats in Ojodu Berger for sale,620.0,3,2,Semi Furnished,"Lagos State, Ojodu",Ojodu,Lagos State,Enterprise,260000000.0
Furnished 5bdrm Duplex in Mpape for sale,900.0,5,5,Furnished,"Abuja (FCT), Mpape",Mpape,Abuja (FCT),Diamond,350000000.0
Furnished 6bdrm Duplex in Apo District for sale,500.0,6,6,Furnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),Diamond,650000000.0
Furnished 6bdrm Duplex in Guzape District for sale,60.0,6,6,Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Diamond,600000000.0
Furnished 5bdrm Duplex in Lekki for sale,400.0,5,5,Furnished,"Lagos State, Lekki",Lekki,Lagos State,Diamond,500000000.0
4bdrm Duplex in Ojodu Estate for sale,760.0,4,5,Semi Furnished,"Lagos State, Ojodu",Ojodu,Lagos State,False,600000000.0
5bdrm Farm House in Ikeja Gra for sale,400.0,5,5,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Enterprise,1100000000.0
3bdrm Block of Flats in Surulere for sale,680.0,3,2,Semi Furnished,"Lagos State, Surulere",Surulere,Lagos State,Enterprise,155000000.0
Furnished 5bdrm Duplex in Garden Estate for sale,520.0,5,5,Furnished,"Ajah, Eden Garden Estate",Eden Garden Estate,Lagos State,Enterprise,400000000.0
"3bdrm Bungalow in Jedidiah Garden, Enugu for sale",450.0,3,3,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,VIP Gold,90000000.0
3bdrm Duplex in Maplewood Estate Oko for sale,200.0,3,3,Semi Furnished,"Agege, Oko-Oba",Oko-Oba,Lagos State,Enterprise,180000000.0
2bdrm Block of Flats in Igando for sale,600.0,2,2,Semi Furnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,Enterprise,160000000.0
Furnished 5bdrm Duplex in Wuye for sale,1000.0,5,5,Furnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),Diamond,610000000.0
Furnished 3bdrm Apartment in Adeola Odeku for sale,60.0,3,3,Furnished,"Victoria Island, Adeola Odeku",Adeola Odeku,Lagos State,Diamond,885000000.0
Furnished 3bdrm Duplex in Ikota for sale,60.0,3,3,Furnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,150000000.0
4bdrm Duplex in Epe Road for sale,30.0,4,4,Unfurnished,"Epe, Epe Road",Epe Road,Lagos State,Diamond,200000000.0
Furnished 6bdrm Duplex in Chevron for sale,60.0,6,6,Furnished,"Lekki, Chevron",Chevron,Lagos State,Diamond,530000000.0
